date,state,district,pincode,bio_age_5_17,bio_age_17_
23-08-2025,Telangana,Hyderabad,500027,7,3
23-08-2025,Telangana,Hyderabad,500031,2,2
23-08-2025,Telangana,Hyderabad,500038,2,0
23-08-2025,Telangana,Hyderabad,500042,3,0
23-08-2025,Telangana,Hyderabad,500053,61,36
23-08-2025,Telangana,Hyderabad,500061,24,13
23-08-2025,Telangana,Hyderabad,500069,1,1
23-08-2025,Telangana,Hyderabad,500072,11,3
23-08-2025,Telangana,Hyderabad,500073,4,2
23-08-2025,Telangana,Hyderabad,500096,2,2
01-09-2025,Telangana,Hyderabad,500001,13,16
01-09-2025,Telangana,Hyderabad,500002,17,15
01-09-2025,Telangana,Hyderabad,500016,3,12
01-09-2025,Telangana,Hyderabad,500017,7,7
01-09-2025,Telangana,Hyderabad,500026,7,8
01-09-2025,Telangana,Hyderabad,500028,34,23
01-09-2025,Telangana,Hyderabad,500034,4,8
01-09-2025,Telangana,Hyderabad,500040,5,9
01-09-2025,Telangana,Hyderabad,500061,23,12
01-09-2025,Telangana,Hyderabad,500073,0,3
01-09-2025,Telangana,Hyderabad,500082,1,3
01-09-2025,Telangana,Hyderabad,500087,0,1
03-09-2025,Telangana,Hyderabad,500002,24,21
03-09-2025,Telangana,Hyderabad,500024,6,8
03-09-2025,Telangana,Hyderabad,500027,3,11
03-09-2025,Telangana,Hyderabad,500044,5,9
03-09-2025,Telangana,Hyderabad,500054,9,9
03-09-2025,Telangana,Hyderabad,500085,0,1
03-09-2025,Telangana,Hyderabad,500094,6,4
05-09-2025,Telangana,Hyderabad,500017,2,0
05-09-2025,Telangana,Hyderabad,500038,2,0
05-09-2025,Telangana,Hyderabad,500049,3,1
05-09-2025,Telangana,Hyderabad,500053,7,8
05-09-2025,Telangana,Hyderabad,500072,1,1
04-09-2025,Telangana,Hyderabad,500002,20,17
04-09-2025,Telangana,Hyderabad,500003,25,25
04-09-2025,Telangana,Hyderabad,500007,1,1
04-09-2025,Telangana,Hyderabad,500008,43,42
04-09-2025,Telangana,Hyderabad,500023,32,24
04-09-2025,Telangana,Hyderabad,500042,2,5
04-09-2025,Telangana,Hyderabad,500044,10,4
04-09-2025,Telangana,Hyderabad,500047,0,1
04-09-2025,Telangana,Hyderabad,500058,4,6
04-09-2025,Telangana,Hyderabad,500059,17,22
04-09-2025,Telangana,Hyderabad,500061,16,8
04-09-2025,Telangana,Hyderabad,500063,0,1
04-09-2025,Telangana,Hyderabad,500080,6,6
02-07-2025,Telangana,Hyderabad,500001,7,8
02-07-2025,Telangana,Hyderabad,500002,7,24
02-07-2025,Telangana,Hyderabad,500009,3,4
02-07-2025,Telangana,Hyderabad,500029,1,3
02-07-2025,Telangana,Hyderabad,500040,7,10
02-07-2025,Telangana,Hyderabad,500054,1,4
02-07-2025,Telangana,Hyderabad,500057,0,4
02-07-2025,Telangana,Hyderabad,500064,20,22
02-07-2025,Telangana,Hyderabad,500078,0,3
02-07-2025,Telangana,Hyderabad,500091,1,0
27-06-2025,Telangana,Hyderabad,500003,18,22
27-06-2025,Telangana,Hyderabad,500006,26,17
27-06-2025,Telangana,Hyderabad,500007,1,1
27-06-2025,Telangana,Hyderabad,500023,20,18
27-06-2025,Telangana,Hyderabad,500024,9,12
27-06-2025,Telangana,Hyderabad,500026,11,8
27-06-2025,Telangana,Hyderabad,500036,7,18
27-06-2025,Telangana,Hyderabad,500040,5,6
27-06-2025,Telangana,Hyderabad,500044,7,8
27-06-2025,Telangana,Hyderabad,500050,1,3
27-06-2025,Telangana,Hyderabad,500065,0,4
27-06-2025,Telangana,Hyderabad,500067,1,3
27-06-2025,Telangana,Hyderabad,500087,0,1
27-06-2025,Telangana,Hyderabad,500094,0,8
27-06-2025,Telangana,Hyderabad,500095,0,1
01-07-2025,Telangana,Hyderabad,500002,23,26
01-07-2025,Telangana,Hyderabad,500003,11,15
01-07-2025,Telangana,Hyderabad,500006,16,31
01-07-2025,Telangana,Hyderabad,500020,16,18
01-07-2025,Telangana,Hyderabad,500023,10,24
01-07-2025,Telangana,Hyderabad,500025,0,2
01-07-2025,Telangana,Hyderabad,500044,5,8
01-07-2025,Telangana,Hyderabad,500050,1,4
01-07-2025,Telangana,Hyderabad,500057,0,2
01-07-2025,Telangana,Hyderabad,500059,15,38
01-07-2025,Telangana,Hyderabad,500080,0,8
01-07-2025,Telangana,Hyderabad,500087,1,0
01-07-2025,Telangana,Hyderabad,500096,0,2
28-06-2025,Telangana,Hyderabad,500005,15,16
28-06-2025,Telangana,Hyderabad,500006,26,16
28-06-2025,Telangana,Hyderabad,500008,25,30
28-06-2025,Telangana,Hyderabad,500010,2,4
28-06-2025,Telangana,Hyderabad,500015,7,17
28-06-2025,Telangana,Hyderabad,500038,0,1
28-06-2025,Telangana,Hyderabad,500040,10,7
28-06-2025,Telangana,Hyderabad,500044,2,8
28-06-2025,Telangana,Hyderabad,500058,0,3
28-06-2025,Telangana,Hyderabad,500067,3,1
28-06-2025,Telangana,Hyderabad,500080,3,5
28-06-2025,Telangana,Hyderabad,500082,2,0
28-06-2025,Telangana,Hyderabad,500096,2,4
03-07-2025,Telangana,Hyderabad,500002,14,21
03-07-2025,Telangana,Hyderabad,500003,12,17
03-07-2025,Telangana,Hyderabad,500006,25,28
03-07-2025,Telangana,Hyderabad,500020,6,16
03-07-2025,Telangana,Hyderabad,500023,21,25
03-07-2025,Telangana,Hyderabad,500024,5,14
03-07-2025,Telangana,Hyderabad,500026,9,11
03-07-2025,Telangana,Hyderabad,500044,1,8
03-07-2025,Telangana,Hyderabad,500053,23,44
03-07-2025,Telangana,Hyderabad,500054,1,9
03-07-2025,Telangana,Hyderabad,500056,5,8
03-07-2025,Telangana,Hyderabad,500061,4,22
03-07-2025,Telangana,Hyderabad,500065,5,10
29-06-2025,Telangana,Hyderabad,500017,2,0
29-06-2025,Telangana,Hyderabad,500025,0,1
29-06-2025,Telangana,Hyderabad,500036,4,7
29-06-2025,Telangana,Hyderabad,500040,0,1
06-07-2025,Telangana,Hyderabad,500036,5,3
07-07-2025,Telangana,Hyderabad,500002,4,13
07-07-2025,Telangana,Hyderabad,500007,2,9
07-07-2025,Telangana,Hyderabad,500009,7,5
07-07-2025,Telangana,Hyderabad,500010,7,17
07-07-2025,Telangana,Hyderabad,500027,3,5
07-07-2025,Telangana,Hyderabad,500033,1,1
07-07-2025,Telangana,Hyderabad,500034,0,6
07-07-2025,Telangana,Hyderabad,500050,3,2
07-07-2025,Telangana,Hyderabad,500054,7,10
07-07-2025,Telangana,Hyderabad,500055,2,0
07-07-2025,Telangana,Hyderabad,500073,1,3
07-07-2025,Telangana,Hyderabad,500080,3,9
07-07-2025,Telangana,Hyderabad,500094,3,5
20-07-2025,Telangana,Hyderabad,500034,1,0
20-07-2025,Telangana,Hyderabad,500036,9,7
20-07-2025,Telangana,Hyderabad,500049,0,3
19-07-2025,Telangana,Hyderabad,500004,19,13
19-07-2025,Telangana,Hyderabad,500006,37,11
19-07-2025,Telangana,Hyderabad,500008,84,49
19-07-2025,Telangana,Hyderabad,500013,37,30
19-07-2025,Telangana,Hyderabad,500024,8,6
19-07-2025,Telangana,Hyderabad,500028,48,21
19-07-2025,Telangana,Hyderabad,500044,14,12
19-07-2025,Telangana,Hyderabad,500045,27,10
19-07-2025,Telangana,Hyderabad,500072,18,7
19-07-2025,Telangana,Hyderabad,500073,2,2
27-07-2025,Telangana,Hyderabad,500013,10,7
27-07-2025,Telangana,Hyderabad,500024,5,3
27-07-2025,Telangana,Hyderabad,500053,6,6
27-07-2025,Telangana,Hyderabad,500055,1,0
27-07-2025,Telangana,Hyderabad,500059,6,1
27-07-2025,Telangana,Hyderabad,500094,1,0
25-07-2025,Telangana,Hyderabad,500003,10,7
25-07-2025,Telangana,Hyderabad,500006,30,22
25-07-2025,Telangana,Hyderabad,500007,4,2
25-07-2025,Telangana,Hyderabad,500012,2,6
25-07-2025,Telangana,Hyderabad,500013,23,32
25-07-2025,Telangana,Hyderabad,500024,6,3
25-07-2025,Telangana,Hyderabad,500025,1,2
25-07-2025,Telangana,Hyderabad,500028,26,26
25-07-2025,Telangana,Hyderabad,500029,1,9
25-07-2025,Telangana,Hyderabad,500036,10,14
25-07-2025,Telangana,Hyderabad,500042,1,2
25-07-2025,Telangana,Hyderabad,500047,2,0
25-07-2025,Telangana,Hyderabad,500049,2,4
25-07-2025,Telangana,Hyderabad,500053,30,24
25-07-2025,Telangana,Hyderabad,500054,6,6
25-07-2025,Telangana,Hyderabad,500059,24,25
25-07-2025,Telangana,Hyderabad,500061,6,9
25-07-2025,Telangana,Hyderabad,500067,9,8
25-07-2025,Telangana,Hyderabad,500069,1,0
25-07-2025,Telangana,Hyderabad,500072,10,11
25-07-2025,Telangana,Hyderabad,500073,1,0
25-07-2025,Telangana,Hyderabad,500080,3,1
26-07-2025,Telangana,Hyderabad,500006,14,11
26-07-2025,Telangana,Hyderabad,500008,60,29
26-07-2025,Telangana,Hyderabad,500025,3,0
26-07-2025,Telangana,Hyderabad,500033,3,4
26-07-2025,Telangana,Hyderabad,500045,18,7
26-07-2025,Telangana,Hyderabad,500057,3,2
26-07-2025,Telangana,Hyderabad,500072,16,9
26-07-2025,Telangana,Hyderabad,500091,1,0
10-07-2025,Telangana,Hyderabad,500007,1,2
10-07-2025,Telangana,Hyderabad,500009,5,7
10-07-2025,Telangana,Hyderabad,500010,4,10
10-07-2025,Telangana,Hyderabad,500011,5,15
10-07-2025,Telangana,Hyderabad,500016,4,9
10-07-2025,Telangana,Hyderabad,500034,4,4
10-07-2025,Telangana,Hyderabad,500038,1,3
10-07-2025,Telangana,Hyderabad,500065,1,5
10-07-2025,Telangana,Hyderabad,500081,1,4
10-07-2025,Telangana,Hyderabad,500094,0,3
10-07-2025,Telangana,Hyderabad,500096,1,5
11-07-2025,Telangana,Hyderabad,500010,2,7
11-07-2025,Telangana,Hyderabad,500012,4,8
11-07-2025,Telangana,Hyderabad,500015,6,16
11-07-2025,Telangana,Hyderabad,500044,2,8
11-07-2025,Telangana,Hyderabad,500050,2,5
11-07-2025,Telangana,Hyderabad,500058,0,1
11-07-2025,Telangana,Hyderabad,500062,2,9
11-07-2025,Telangana,Hyderabad,500064,18,24
11-07-2025,Telangana,Hyderabad,500072,14,11
11-07-2025,Telangana,Hyderabad,500082,2,4
11-07-2025,Telangana,Hyderabad,500091,1,2
09-07-2025,Telangana,Hyderabad,500003,9,3
09-07-2025,Telangana,Hyderabad,500004,9,1
09-07-2025,Telangana,Hyderabad,500012,4,8
09-07-2025,Telangana,Hyderabad,500017,3,2
09-07-2025,Telangana,Hyderabad,500018,3,9
09-07-2025,Telangana,Hyderabad,500034,3,2
09-07-2025,Telangana,Hyderabad,500036,10,14
09-07-2025,Telangana,Hyderabad,500038,0,3
09-07-2025,Telangana,Hyderabad,500040,2,3
09-07-2025,Telangana,Hyderabad,500058,1,7
09-07-2025,Telangana,Hyderabad,500064,12,20
09-07-2025,Telangana,Hyderabad,500082,2,2
09-07-2025,Telangana,Hyderabad,500095,2,1
09-07-2025,Telangana,Hyderabad,500096,2,4
15-07-2025,Telangana,Hyderabad,500001,6,15
15-07-2025,Telangana,Hyderabad,500002,14,16
15-07-2025,Telangana,Hyderabad,500008,27,34
15-07-2025,Telangana,Hyderabad,500009,2,5
15-07-2025,Telangana,Hyderabad,500012,4,12
15-07-2025,Telangana,Hyderabad,500016,2,6
15-07-2025,Telangana,Hyderabad,500024,5,13
15-07-2025,Telangana,Hyderabad,500025,1,2
15-07-2025,Telangana,Hyderabad,500028,28,21
15-07-2025,Telangana,Hyderabad,500038,2,2
15-07-2025,Telangana,Hyderabad,500044,8,7
15-07-2025,Telangana,Hyderabad,500056,9,2
15-07-2025,Telangana,Hyderabad,500058,2,6
15-07-2025,Telangana,Hyderabad,500064,28,32
15-07-2025,Telangana,Hyderabad,500065,5,13
15-07-2025,Telangana,Hyderabad,500072,7,12
15-07-2025,Telangana,Hyderabad,500073,7,11
15-07-2025,Telangana,Hyderabad,500080,6,7
16-07-2025,Telangana,Hyderabad,500001,9,18
16-07-2025,Telangana,Hyderabad,500013,18,26
16-07-2025,Telangana,Hyderabad,500015,4,11
16-07-2025,Telangana,Hyderabad,500044,7,15
16-07-2025,Telangana,Hyderabad,500053,26,53
16-07-2025,Telangana,Hyderabad,500061,12,10
16-07-2025,Telangana,Hyderabad,500064,24,17
16-07-2025,Telangana,Hyderabad,500065,1,3
16-07-2025,Telangana,Hyderabad,500073,6,4
16-07-2025,Telangana,Hyderabad,500078,1,0
16-07-2025,Telangana,Hyderabad,500085,0,1
16-07-2025,Telangana,Hyderabad,500096,4,5
24-07-2025,Telangana,Hyderabad,500034,7,9
24-07-2025,Telangana,Hyderabad,500050,4,3
24-07-2025,Telangana,Hyderabad,500058,6,3
24-07-2025,Telangana,Hyderabad,500064,29,21
24-07-2025,Telangana,Hyderabad,500081,0,2
24-07-2025,Telangana,Hyderabad,500085,3,1
24-07-2025,Telangana,Hyderabad,500087,2,3
24-07-2025,Telangana,Hyderabad,500094,2,4
24-07-2025,Telangana,Hyderabad,500004,5,10
24-07-2025,Telangana,Hyderabad,500024,6,14
24-07-2025,Telangana,Hyderabad,500026,1,5
05-07-2025,Telangana,Hyderabad,500007,2,5
05-07-2025,Telangana,Hyderabad,500015,14,13
05-07-2025,Telangana,Hyderabad,500027,5,8
05-07-2025,Telangana,Hyderabad,500034,11,11
05-07-2025,Telangana,Hyderabad,500036,16,14
05-07-2025,Telangana,Hyderabad,500038,1,3
05-07-2025,Telangana,Hyderabad,500044,5,13
05-07-2025,Telangana,Hyderabad,500049,7,11
05-07-2025,Telangana,Hyderabad,500055,0,6
05-07-2025,Telangana,Hyderabad,500061,2,11
05-07-2025,Telangana,Hyderabad,500067,2,4
05-07-2025,Telangana,Hyderabad,500085,1,0
05-07-2025,Telangana,Hyderabad,500091,2,0
30-06-2025,Telangana,Hyderabad,500002,23,24
30-06-2025,Telangana,Hyderabad,500008,35,29
30-06-2025,Telangana,Hyderabad,500010,9,7
30-06-2025,Telangana,Hyderabad,500012,10,17
30-06-2025,Telangana,Hyderabad,500016,1,4
30-06-2025,Telangana,Hyderabad,500017,1,12
30-06-2025,Telangana,Hyderabad,500024,5,13
30-06-2025,Telangana,Hyderabad,500049,7,7
30-06-2025,Telangana,Hyderabad,500057,3,1
30-06-2025,Telangana,Hyderabad,500061,6,9
30-06-2025,Telangana,Hyderabad,500073,1,0
30-06-2025,Telangana,Hyderabad,500080,2,9
30-06-2025,Telangana,Hyderabad,500085,0,1
30-06-2025,Telangana,Hyderabad,500096,2,2
17-07-2025,Telangana,Hyderabad,500004,12,3
17-07-2025,Telangana,Hyderabad,500005,42,40
17-07-2025,Telangana,Hyderabad,500008,26,39
17-07-2025,Telangana,Hyderabad,500012,4,8
17-07-2025,Telangana,Hyderabad,500023,23,21
17-07-2025,Telangana,Hyderabad,500026,5,6
17-07-2025,Telangana,Hyderabad,500029,2,9
17-07-2025,Telangana,Hyderabad,500045,9,11
17-07-2025,Telangana,Hyderabad,500054,7,5
17-07-2025,Telangana,Hyderabad,500056,2,4
17-07-2025,Telangana,Hyderabad,500059,17,30
17-07-2025,Telangana,Hyderabad,500062,10,3
17-07-2025,Telangana,Hyderabad,500073,3,3
18-07-2025,Telangana,Hyderabad,500001,10,9
18-07-2025,Telangana,Hyderabad,500003,21,13
18-07-2025,Telangana,Hyderabad,500005,31,10
18-07-2025,Telangana,Hyderabad,500029,3,7
18-07-2025,Telangana,Hyderabad,500034,9,2
18-07-2025,Telangana,Hyderabad,500042,1,2
18-07-2025,Telangana,Hyderabad,500049,8,6
18-07-2025,Telangana,Hyderabad,500054,4,8
18-07-2025,Telangana,Hyderabad,500059,16,11
18-07-2025,Telangana,Hyderabad,500062,5,5
18-07-2025,Telangana,Hyderabad,500064,32,7
18-07-2025,Telangana,Hyderabad,500095,1,1
28-07-2025,Telangana,Hyderabad,500023,35,19
28-07-2025,Telangana,Hyderabad,500024,11,12
28-07-2025,Telangana,Hyderabad,500025,3,0
28-07-2025,Telangana,Hyderabad,500044,4,4
28-07-2025,Telangana,Hyderabad,500050,5,2
28-07-2025,Telangana,Hyderabad,500053,33,42
28-07-2025,Telangana,Hyderabad,500064,28,33
28-07-2025,Telangana,Hyderabad,500081,3,1
08-07-2025,Telangana,Hyderabad,500010,4,17
08-07-2025,Telangana,Hyderabad,500023,4,14
08-07-2025,Telangana,Hyderabad,500026,4,7
08-07-2025,Telangana,Hyderabad,500028,14,19
08-07-2025,Telangana,Hyderabad,500042,6,1
08-07-2025,Telangana,Hyderabad,500050,0,6
08-07-2025,Telangana,Hyderabad,500053,13,65
08-07-2025,Telangana,Hyderabad,500056,3,11
08-07-2025,Telangana,Hyderabad,500058,1,3
08-07-2025,Telangana,Hyderabad,500064,11,29
08-07-2025,Telangana,Hyderabad,500065,0,10
08-07-2025,Telangana,Hyderabad,500078,0,1
04-07-2025,Telangana,Hyderabad,500012,5,14
04-07-2025,Telangana,Hyderabad,500018,9,16
04-07-2025,Telangana,Hyderabad,500023,18,20
04-07-2025,Telangana,Hyderabad,500026,6,4
04-07-2025,Telangana,Hyderabad,500027,4,15
04-07-2025,Telangana,Hyderabad,500053,36,41
04-07-2025,Telangana,Hyderabad,500056,4,5
04-07-2025,Telangana,Hyderabad,500057,3,0
04-07-2025,Telangana,Hyderabad,500061,3,8
04-07-2025,Telangana,Hyderabad,500067,5,4
21-07-2025,Telangana,Hyderabad,500023,24,11
21-07-2025,Telangana,Hyderabad,500024,7,4
21-07-2025,Telangana,Hyderabad,500025,0,1
21-07-2025,Telangana,Hyderabad,500034,9,1
21-07-2025,Telangana,Hyderabad,500040,3,1
21-07-2025,Telangana,Hyderabad,500042,3,0
21-07-2025,Telangana,Hyderabad,500050,1,2
21-07-2025,Telangana,Hyderabad,500056,4,0
21-07-2025,Telangana,Hyderabad,500065,3,2
21-07-2025,Telangana,Hyderabad,500073,6,2
21-07-2025,Telangana,Hyderabad,500091,1,0
02-08-2025,Telangana,Hyderabad,500001,20,10
02-08-2025,Telangana,Hyderabad,500004,18,6
02-08-2025,Telangana,Hyderabad,500020,31,16
02-08-2025,Telangana,Hyderabad,500028,31,20
02-08-2025,Telangana,Hyderabad,500036,17,11
02-08-2025,Telangana,Hyderabad,500096,0,1
10-09-2025,Telangana,Hyderabad,500001,14,11
10-09-2025,Telangana,Hyderabad,500002,22,17
10-09-2025,Telangana,Hyderabad,500015,13,10
10-09-2025,Telangana,Hyderabad,500018,12,13
10-09-2025,Telangana,Hyderabad,500023,30,23
10-09-2025,Telangana,Hyderabad,500024,8,12
10-09-2025,Telangana,Hyderabad,500044,10,8
10-09-2025,Telangana,Hyderabad,500055,1,1
10-09-2025,Telangana,Hyderabad,500095,1,0
10-09-2025,Telangana,Hyderabad,500096,2,1
09-09-2025,Telangana,Hyderabad,500001,7,9
09-09-2025,Telangana,Hyderabad,500002,23,27
09-09-2025,Telangana,Hyderabad,500003,16,16
09-09-2025,Telangana,Hyderabad,500009,3,7
09-09-2025,Telangana,Hyderabad,500018,14,17
09-09-2025,Telangana,Hyderabad,500027,0,3
09-09-2025,Telangana,Hyderabad,500028,44,26
09-09-2025,Telangana,Hyderabad,500029,2,10
09-09-2025,Telangana,Hyderabad,500033,3,0
09-09-2025,Telangana,Hyderabad,500045,10,11
09-09-2025,Telangana,Hyderabad,500054,11,7
09-09-2025,Telangana,Hyderabad,500055,0,2
09-09-2025,Telangana,Hyderabad,500061,8,11
09-09-2025,Telangana,Hyderabad,500065,12,8
09-09-2025,Telangana,Hyderabad,500096,3,3
11-09-2025,Telangana,Hyderabad,500012,11,5
11-09-2025,Telangana,Hyderabad,500014,0,1
11-09-2025,Telangana,Hyderabad,500016,2,5
11-09-2025,Telangana,Hyderabad,500033,6,0
11-09-2025,Telangana,Hyderabad,500034,8,4
11-09-2025,Telangana,Hyderabad,500044,8,6
11-09-2025,Telangana,Hyderabad,500085,1,0
13-09-2025,Telangana,Hyderabad,500006,32,14
13-09-2025,Telangana,Hyderabad,500016,3,8
13-09-2025,Telangana,Hyderabad,500025,2,1
13-09-2025,Telangana,Hyderabad,500028,20,7
13-09-2025,Telangana,Hyderabad,500033,0,2
13-09-2025,Telangana,Hyderabad,500036,14,8
13-09-2025,Telangana,Hyderabad,500073,3,0
13-09-2025,Telangana,Hyderabad,500085,3,0
13-09-2025,Telangana,Hyderabad,500096,3,0
12-09-2025,Telangana,Hyderabad,500003,13,14
12-09-2025,Telangana,Hyderabad,500007,2,3
12-09-2025,Telangana,Hyderabad,500010,11,8
12-09-2025,Telangana,Hyderabad,500017,10,7
12-09-2025,Telangana,Hyderabad,500020,20,4
12-09-2025,Telangana,Hyderabad,500025,2,2
12-09-2025,Telangana,Hyderabad,500026,3,3
12-09-2025,Telangana,Hyderabad,500038,0,4
12-09-2025,Telangana,Hyderabad,500061,18,10
12-09-2025,Telangana,Hyderabad,500065,12,7
12-09-2025,Telangana,Hyderabad,500078,0,1
12-09-2025,Telangana,Hyderabad,500081,2,0
12-09-2025,Telangana,Hyderabad,500082,3,2
12-09-2025,Telangana,Hyderabad,500085,0,3
12-09-2025,Telangana,Hyderabad,500091,4,0
07-10-2025,Telangana,Hyderabad,500001,16,14
07-10-2025,Telangana,Hyderabad,500008,57,39
07-10-2025,Telangana,Hyderabad,500010,18,12
07-10-2025,Telangana,Hyderabad,500013,45,37
07-10-2025,Telangana,Hyderabad,500015,5,8
07-10-2025,Telangana,Hyderabad,500020,19,21
07-10-2025,Telangana,Hyderabad,500038,2,7
07-10-2025,Telangana,Hyderabad,500085,1,1
29-09-2025,Telangana,Hyderabad,500005,35,16
29-09-2025,Telangana,Hyderabad,500027,5,12
29-09-2025,Telangana,Hyderabad,500036,21,19
29-09-2025,Telangana,Hyderabad,500044,8,7
29-09-2025,Telangana,Hyderabad,500045,13,16
29-09-2025,Telangana,Hyderabad,500050,2,1
29-09-2025,Telangana,Hyderabad,500056,6,2
29-09-2025,Telangana,Hyderabad,500058,2,6
29-09-2025,Telangana,Hyderabad,500059,33,28
29-09-2025,Telangana,Hyderabad,500064,23,18
29-09-2025,Telangana,Hyderabad,500073,0,4
29-09-2025,Telangana,Hyderabad,500091,4,1
28-09-2025,Telangana,Hyderabad,500008,2,1
28-09-2025,Telangana,Hyderabad,500011,3,1
28-09-2025,Telangana,Hyderabad,500012,0,1
28-09-2025,Telangana,Hyderabad,500049,2,0
28-09-2025,Telangana,Hyderabad,500065,0,1
03-10-2025,Telangana,Hyderabad,500007,5,3
03-10-2025,Telangana,Hyderabad,500010,12,4
03-10-2025,Telangana,Hyderabad,500013,18,10
03-10-2025,Telangana,Hyderabad,500015,3,5
03-10-2025,Telangana,Hyderabad,500018,15,4
03-10-2025,Telangana,Hyderabad,500027,2,4
03-10-2025,Telangana,Hyderabad,500029,7,3
03-10-2025,Telangana,Hyderabad,500034,5,4
03-10-2025,Telangana,Hyderabad,500042,2,2
03-10-2025,Telangana,Hyderabad,500057,0,1
03-10-2025,Telangana,Hyderabad,500072,10,5
03-10-2025,Telangana,Hyderabad,500073,4,6
03-10-2025,Telangana,Hyderabad,500096,0,1
30-09-2025,Telangana,Hyderabad,500001,12,15
30-09-2025,Telangana,Hyderabad,500006,20,8
30-09-2025,Telangana,Hyderabad,500010,15,10
30-09-2025,Telangana,Hyderabad,500018,10,6
30-09-2025,Telangana,Hyderabad,500027,6,3
30-09-2025,Telangana,Hyderabad,500045,14,8
30-09-2025,Telangana,Hyderabad,500047,1,0
30-09-2025,Telangana,Hyderabad,500050,5,1
30-09-2025,Telangana,Hyderabad,500067,3,2
30-09-2025,Telangana,Hyderabad,500082,2,1
30-09-2025,Telangana,Hyderabad,500094,5,2
04-10-2025,Telangana,Hyderabad,500001,13,3
04-10-2025,Telangana,Hyderabad,500008,48,27
04-10-2025,Telangana,Hyderabad,500012,18,9
04-10-2025,Telangana,Hyderabad,500024,15,10
04-10-2025,Telangana,Hyderabad,500029,11,5
04-10-2025,Telangana,Hyderabad,500033,5,1
04-10-2025,Telangana,Hyderabad,500038,8,7
04-10-2025,Telangana,Hyderabad,500050,8,7
04-10-2025,Telangana,Hyderabad,500055,5,0
04-10-2025,Telangana,Hyderabad,500056,23,9
04-10-2025,Telangana,Hyderabad,500059,32,12
04-10-2025,Telangana,Hyderabad,500063,1,1
04-10-2025,Telangana,Hyderabad,500065,9,7
04-10-2025,Telangana,Hyderabad,500072,31,19
05-10-2025,Telangana,Hyderabad,500001,3,1
05-10-2025,Telangana,Hyderabad,500002,2,2
05-10-2025,Telangana,Hyderabad,500008,2,2
05-10-2025,Telangana,Hyderabad,500023,4,9
05-10-2025,Telangana,Hyderabad,500034,5,3
05-10-2025,Telangana,Hyderabad,500045,1,0
05-10-2025,Telangana,Hyderabad,500054,0,1
05-10-2025,Telangana,Hyderabad,500072,1,0
10-10-2025,Telangana,Hyderabad,500010,18,9
10-10-2025,Telangana,Hyderabad,500016,4,4
10-10-2025,Telangana,Hyderabad,500024,14,13
10-10-2025,Telangana,Hyderabad,500040,8,11
10-10-2025,Telangana,Hyderabad,500042,4,1
10-10-2025,Telangana,Hyderabad,500047,2,1
10-10-2025,Telangana,Hyderabad,500053,48,33
10-10-2025,Telangana,Hyderabad,500056,10,4
10-10-2025,Telangana,Hyderabad,500073,1,3
10-10-2025,Telangana,Hyderabad,500091,3,3
10-10-2025,Telangana,Hyderabad,500094,3,9
11-10-2025,Telangana,Hyderabad,500001,22,10
11-10-2025,Telangana,Hyderabad,500002,44,13
11-10-2025,Telangana,Hyderabad,500005,53,16
11-10-2025,Telangana,Hyderabad,500008,92,42
11-10-2025,Telangana,Hyderabad,500012,12,4
11-10-2025,Telangana,Hyderabad,500015,17,11
11-10-2025,Telangana,Hyderabad,500016,20,4
11-10-2025,Telangana,Hyderabad,500031,6,0
11-10-2025,Telangana,Hyderabad,500044,17,1
11-10-2025,Telangana,Hyderabad,500054,20,7
11-10-2025,Telangana,Hyderabad,500058,8,6
11-10-2025,Telangana,Hyderabad,500059,34,22
11-10-2025,Telangana,Hyderabad,500062,32,7
11-10-2025,Telangana,Hyderabad,500063,1,0
11-10-2025,Telangana,Hyderabad,500064,55,24
11-10-2025,Telangana,Hyderabad,500078,1,0
11-10-2025,Telangana,Hyderabad,500081,4,2
11-10-2025,Telangana,Hyderabad,500103,1,0
12-10-2025,Telangana,Hyderabad,500011,7,1
12-10-2025,Telangana,Hyderabad,500016,3,0
12-10-2025,Telangana,Hyderabad,500023,4,2
12-10-2025,Telangana,Hyderabad,500026,0,1
12-10-2025,Telangana,Hyderabad,500027,5,0
12-10-2025,Telangana,Hyderabad,500036,3,6
12-10-2025,Telangana,Hyderabad,500054,4,4
12-10-2025,Telangana,Hyderabad,500055,1,0
12-10-2025,Telangana,Hyderabad,500058,2,0
13-10-2025,Telangana,Hyderabad,500007,5,4
13-10-2025,Telangana,Hyderabad,500020,42,15
13-10-2025,Telangana,Hyderabad,500023,40,21
13-10-2025,Telangana,Hyderabad,500025,5,0
13-10-2025,Telangana,Hyderabad,500028,51,13
13-10-2025,Telangana,Hyderabad,500031,0,1
13-10-2025,Telangana,Hyderabad,500047,0,1
13-10-2025,Telangana,Hyderabad,500057,3,1
13-10-2025,Telangana,Hyderabad,500064,63,36
13-10-2025,Telangana,Hyderabad,500082,4,3
14-10-2025,Telangana,Hyderabad,500005,56,28
14-10-2025,Telangana,Hyderabad,500006,34,19
14-10-2025,Telangana,Hyderabad,500012,27,8
14-10-2025,Telangana,Hyderabad,500026,5,5
14-10-2025,Telangana,Hyderabad,500028,49,20
14-10-2025,Telangana,Hyderabad,500041,1,0
14-10-2025,Telangana,Hyderabad,500042,4,2
14-10-2025,Telangana,Hyderabad,500050,2,0
