date,state,district,pincode,age_0_5,age_5_17,age_18_greater
25-11-2025,Telangana,Hyderabad,500082,0,1,0
25-11-2025,Telangana,Hyderabad,500094,3,0,0
22-12-2025,Telangana,Hyderabad,500002,25,0,0
22-12-2025,Telangana,Hyderabad,500004,8,0,0
22-12-2025,Telangana,Hyderabad,500006,29,0,0
22-12-2025,Telangana,Hyderabad,500007,1,0,0
22-12-2025,Telangana,Hyderabad,500015,5,0,0
22-12-2025,Telangana,Hyderabad,500016,4,0,0
22-12-2025,Telangana,Hyderabad,500017,6,0,0
22-12-2025,Telangana,Hyderabad,500034,12,0,0
22-12-2025,Telangana,Hyderabad,500056,4,0,0
22-12-2025,Telangana,Hyderabad,500082,2,0,0
22-12-2025,Telangana,Hyderabad,500096,3,0,0
21-12-2025,Telangana,Hyderabad,500009,1,0,0
21-12-2025,Telangana,Hyderabad,500017,2,0,0
21-12-2025,Telangana,Hyderabad,500055,1,0,0
21-12-2025,Telangana,Hyderabad,500062,2,0,0
21-12-2025,Telangana,Hyderabad,500067,3,0,0
21-12-2025,Telangana,Hyderabad,500082,1,0,0
24-12-2025,Telangana,Hyderabad,500009,2,0,0
24-12-2025,Telangana,Hyderabad,500010,2,0,0
24-12-2025,Telangana,Hyderabad,500013,6,0,3
24-12-2025,Telangana,Hyderabad,500024,2,0,1
24-12-2025,Telangana,Hyderabad,500061,2,0,0
24-12-2025,Telangana,Hyderabad,500062,1,0,0
24-12-2025,Telangana,Hyderabad,500073,2,0,0
24-12-2025,Telangana,Hyderabad,500082,1,0,0
23-12-2025,Telangana,Hyderabad,500001,8,0,0
23-12-2025,Telangana,Hyderabad,500012,4,0,0
23-12-2025,Telangana,Hyderabad,500053,24,0,0
23-12-2025,Telangana,Hyderabad,500054,2,0,0
23-12-2025,Telangana,Hyderabad,500055,1,0,0
26-12-2025,Telangana,Hyderabad,500005,4,0,0
26-12-2025,Telangana,Hyderabad,500010,1,0,0
26-12-2025,Telangana,Hyderabad,500012,2,0,0
26-12-2025,Telangana,Hyderabad,500026,1,0,1
26-12-2025,Telangana,Hyderabad,500028,1,3,0
26-12-2025,Telangana,Hyderabad,500040,1,1,0
26-12-2025,Telangana,Hyderabad,500053,4,2,0
26-12-2025,Telangana,Hyderabad,500059,0,1,0
25-12-2025,Telangana,Hyderabad,500007,1,0,0
25-12-2025,Telangana,Hyderabad,500015,1,3,0
25-12-2025,Telangana,Hyderabad,500017,2,1,0
25-12-2025,Telangana,Hyderabad,500018,1,2,0
25-12-2025,Telangana,Hyderabad,500025,1,0,0
25-12-2025,Telangana,Hyderabad,500028,1,2,1
25-12-2025,Telangana,Hyderabad,500029,0,1,0
25-12-2025,Telangana,Hyderabad,500042,1,0,0
25-12-2025,Telangana,Hyderabad,500053,5,3,0
25-12-2025,Telangana,Hyderabad,500059,6,0,0
25-12-2025,Telangana,Hyderabad,500080,2,1,0
28-12-2025,Telangana,Hyderabad,500002,3,3,0
28-12-2025,Telangana,Hyderabad,500005,5,1,0
28-12-2025,Telangana,Hyderabad,500012,1,2,0
28-12-2025,Telangana,Hyderabad,500034,1,0,0
28-12-2025,Telangana,Hyderabad,500045,3,0,0
28-12-2025,Telangana,Hyderabad,500072,0,4,0
27-12-2025,Telangana,Hyderabad,500006,2,0,0
27-12-2025,Telangana,Hyderabad,500008,4,3,0
27-12-2025,Telangana,Hyderabad,500045,4,1,0
27-12-2025,Telangana,Hyderabad,500059,2,1,0
27-12-2025,Telangana,Hyderabad,500067,1,0,0
29-12-2025,Telangana,Hyderabad,500003,1,0,0
29-12-2025,Telangana,Hyderabad,500007,1,1,0
29-12-2025,Telangana,Hyderabad,500008,14,0,0
29-12-2025,Telangana,Hyderabad,500010,0,1,0
29-12-2025,Telangana,Hyderabad,500027,0,1,0
29-12-2025,Telangana,Hyderabad,500029,3,0,0
29-12-2025,Telangana,Hyderabad,500049,1,0,0
29-12-2025,Telangana,Hyderabad,500062,0,0,1
29-12-2025,Telangana,Hyderabad,500065,1,0,0
29-12-2025,Telangana,Hyderabad,500073,1,2,0
29-12-2025,Telangana,Hyderabad,500080,1,0,0
31-12-2025,Telangana,Hyderabad,500005,13,11,0
31-12-2025,Telangana,Hyderabad,500011,4,3,1
31-12-2025,Telangana,Hyderabad,500012,1,4,0
31-12-2025,Telangana,Hyderabad,500018,7,4,1
31-12-2025,Telangana,Hyderabad,500028,10,7,1
31-12-2025,Telangana,Hyderabad,500034,4,4,0
31-12-2025,Telangana,Hyderabad,500038,1,0,0
31-12-2025,Telangana,Hyderabad,500050,1,0,0
31-12-2025,Telangana,Hyderabad,500058,3,1,0
31-12-2025,Telangana,Hyderabad,500064,17,10,0
01-01-2026,Telangana,Hyderabad,500009,3,2,0
01-01-2026,Telangana,Hyderabad,500012,3,1,0
01-01-2026,Telangana,Hyderabad,500025,1,1,0
01-01-2026,Telangana,Hyderabad,500044,4,4,0
01-01-2026,Telangana,Hyderabad,500045,10,1,0
01-01-2026,Telangana,Hyderabad,500053,43,19,0
01-01-2026,Telangana,Hyderabad,500055,2,0,0
01-01-2026,Telangana,Hyderabad,500080,2,2,0
01-01-2026,Telangana,Hyderabad,500081,1,0,0
01-01-2026,Telangana,Hyderabad,500096,0,0,1
02-01-2026,Telangana,Hyderabad,500004,1,1,0
02-01-2026,Telangana,Hyderabad,500007,1,0,0
02-01-2026,Telangana,Hyderabad,500009,0,1,0
02-01-2026,Telangana,Hyderabad,500010,4,1,0
02-01-2026,Telangana,Hyderabad,500027,1,0,0
02-01-2026,Telangana,Hyderabad,500040,1,1,0
02-01-2026,Telangana,Hyderabad,500044,1,0,0
02-01-2026,Telangana,Hyderabad,500063,1,0,0
03-01-2026,Telangana,Hyderabad,500002,0,2,0
09-06-2025,Telangana,Hyderabad,500002,6,0,0
09-06-2025,Telangana,Hyderabad,500011,2,6,0
09-06-2025,Telangana,Hyderabad,500013,8,3,0
09-06-2025,Telangana,Hyderabad,500015,2,1,0
09-06-2025,Telangana,Hyderabad,500036,1,0,0
09-06-2025,Telangana,Hyderabad,500054,3,1,0
09-06-2025,Telangana,Hyderabad,500059,10,1,0
09-06-2025,Telangana,Hyderabad,500065,2,0,0
09-06-2025,Telangana,Hyderabad,500091,1,1,0
09-06-2025,Telangana,Hyderabad,500095,0,1,0
10-06-2025,Telangana,Hyderabad,500002,7,4,0
10-06-2025,Telangana,Hyderabad,500011,2,1,0
10-06-2025,Telangana,Hyderabad,500073,0,1,0
11-06-2025,Telangana,Hyderabad,500007,2,0,0
11-06-2025,Telangana,Hyderabad,500012,0,3,0
11-06-2025,Telangana,Hyderabad,500015,2,0,0
11-06-2025,Telangana,Hyderabad,500020,12,3,0
11-06-2025,Telangana,Hyderabad,500028,8,6,0
11-06-2025,Telangana,Hyderabad,500034,4,4,0
11-06-2025,Telangana,Hyderabad,500044,0,4,0
11-06-2025,Telangana,Hyderabad,500049,0,3,0
11-06-2025,Telangana,Hyderabad,500050,0,1,1
11-06-2025,Telangana,Hyderabad,500056,1,0,0
11-06-2025,Telangana,Hyderabad,500080,1,0,0
11-06-2025,Telangana,Hyderabad,500081,1,0,0
13-06-2025,Telangana,Hyderabad,500001,5,1,0
13-06-2025,Telangana,Hyderabad,500003,1,3,0
13-06-2025,Telangana,Hyderabad,500004,4,2,0
13-06-2025,Telangana,Hyderabad,500028,3,3,0
13-06-2025,Telangana,Hyderabad,500033,2,0,0
13-06-2025,Telangana,Hyderabad,500044,1,1,0
13-06-2025,Telangana,Hyderabad,500054,4,0,0
13-06-2025,Telangana,Hyderabad,500064,9,2,0
12-06-2025,Telangana,Hyderabad,500006,10,4,0
12-06-2025,Telangana,Hyderabad,500008,8,3,1
12-06-2025,Telangana,Hyderabad,500018,1,2,0
12-06-2025,Telangana,Hyderabad,500024,2,1,0
12-06-2025,Telangana,Hyderabad,500029,1,0,0
12-06-2025,Telangana,Hyderabad,500036,1,3,0
12-06-2025,Telangana,Hyderabad,500043,1,0,0
12-06-2025,Telangana,Hyderabad,500045,1,4,0
12-06-2025,Telangana,Hyderabad,500062,1,1,1
14-06-2025,Telangana,Hyderabad,500009,5,0,0
14-06-2025,Telangana,Hyderabad,500011,0,1,0
14-06-2025,Telangana,Hyderabad,500015,2,1,0
14-06-2025,Telangana,Hyderabad,500027,3,2,0
14-06-2025,Telangana,Hyderabad,500028,4,6,0
14-06-2025,Telangana,Hyderabad,500033,1,1,0
14-06-2025,Telangana,Hyderabad,500036,5,0,0
14-06-2025,Telangana,Hyderabad,500066,0,2,0
14-06-2025,Telangana,Hyderabad,500067,0,1,0
14-06-2025,Telangana,Hyderabad,500094,0,1,0
15-06-2025,Telangana,Hyderabad,500003,1,0,0
15-06-2025,Telangana,Hyderabad,500023,3,2,0
15-06-2025,Telangana,Hyderabad,500036,1,0,0
15-06-2025,Telangana,Hyderabad,500042,1,0,0
15-06-2025,Telangana,Hyderabad,500061,0,1,0
16-06-2025,Telangana,Hyderabad,500001,5,3,0
16-06-2025,Telangana,Hyderabad,500006,7,3,0
16-06-2025,Telangana,Hyderabad,500036,2,6,0
16-06-2025,Telangana,Hyderabad,500045,3,3,0
16-06-2025,Telangana,Hyderabad,500049,0,1,0
16-06-2025,Telangana,Hyderabad,500061,1,4,1
18-06-2025,Telangana,Hyderabad,500002,6,4,0
18-06-2025,Telangana,Hyderabad,500010,0,2,0
18-06-2025,Telangana,Hyderabad,500017,1,1,0
18-06-2025,Telangana,Hyderabad,500018,7,1,0
18-06-2025,Telangana,Hyderabad,500025,0,1,0
18-06-2025,Telangana,Hyderabad,500033,2,0,0
18-06-2025,Telangana,Hyderabad,500034,1,0,0
18-06-2025,Telangana,Hyderabad,500050,1,0,0
18-06-2025,Telangana,Hyderabad,500072,0,2,0
18-06-2025,Telangana,Hyderabad,500096,2,4,0
19-06-2025,Telangana,Hyderabad,500009,1,1,0
19-06-2025,Telangana,Hyderabad,500011,4,0,0
19-06-2025,Telangana,Hyderabad,500012,5,2,0
19-06-2025,Telangana,Hyderabad,500016,0,1,0
19-06-2025,Telangana,Hyderabad,500020,8,2,0
19-06-2025,Telangana,Hyderabad,500036,3,1,1
19-06-2025,Telangana,Hyderabad,500047,1,1,0
19-06-2025,Telangana,Hyderabad,500054,3,1,0
19-06-2025,Telangana,Hyderabad,500062,1,1,0
19-06-2025,Telangana,Hyderabad,500073,2,0,0
19-06-2025,Telangana,Hyderabad,500085,0,2,0
17-06-2025,Telangana,Hyderabad,500002,5,4,0
17-06-2025,Telangana,Hyderabad,500003,3,1,0
17-06-2025,Telangana,Hyderabad,500016,1,2,0
17-06-2025,Telangana,Hyderabad,500018,2,3,0
17-06-2025,Telangana,Hyderabad,500023,14,7,0
17-06-2025,Telangana,Hyderabad,500026,0,3,1
17-06-2025,Telangana,Hyderabad,500029,0,0,1
17-06-2025,Telangana,Hyderabad,500036,3,4,0
17-06-2025,Telangana,Hyderabad,500045,3,3,0
17-06-2025,Telangana,Hyderabad,500049,1,1,0
17-06-2025,Telangana,Hyderabad,500059,14,7,0
17-06-2025,Telangana,Hyderabad,500061,0,3,0
17-06-2025,Telangana,Hyderabad,500064,14,7,1
01-04-2025,Telangana,Hyderabad,500013,92,10,12
01-06-2025,Telangana,Hyderabad,500032,42,30,17
01-07-2025,Telangana,Hyderabad,500053,936,250,15
01-07-2025,Telangana,Hyderabad,500028,580,190,22
01-07-2025,Telangana,Hyderabad,500024,205,87,10
03-09-2025,Telangana,Hyderabad,500001,7,4,1
03-09-2025,Telangana,Hyderabad,500017,3,0,0
03-09-2025,Telangana,Hyderabad,500018,12,0,0
03-09-2025,Telangana,Hyderabad,500020,7,5,0
03-09-2025,Telangana,Hyderabad,500026,1,0,0
03-09-2025,Telangana,Hyderabad,500059,6,3,1
03-09-2025,Telangana,Hyderabad,500067,3,0,0
03-09-2025,Telangana,Hyderabad,500073,2,1,0
03-09-2025,Telangana,Hyderabad,500095,1,0,0
02-09-2025,Telangana,Hyderabad,500002,13,0,0
02-09-2025,Telangana,Hyderabad,500010,2,2,0
02-09-2025,Telangana,Hyderabad,500018,6,5,0
02-09-2025,Telangana,Hyderabad,500020,6,1,0
02-09-2025,Telangana,Hyderabad,500053,18,0,1
02-09-2025,Telangana,Hyderabad,500064,16,6,0
02-09-2025,Telangana,Hyderabad,500067,2,0,0
01-09-2025,Telangana,Hyderabad,500003,6,0,0
01-09-2025,Telangana,Hyderabad,500005,14,4,0
01-09-2025,Telangana,Hyderabad,500006,3,2,0
01-09-2025,Telangana,Hyderabad,500007,1,0,0
01-09-2025,Telangana,Hyderabad,500010,2,1,0
01-09-2025,Telangana,Hyderabad,500012,1,0,0
01-09-2025,Telangana,Hyderabad,500013,5,4,1
01-09-2025,Telangana,Hyderabad,500020,4,1,1
01-09-2025,Telangana,Hyderabad,500024,4,2,0
01-09-2025,Telangana,Hyderabad,500049,2,0,0
01-09-2025,Telangana,Hyderabad,500057,1,0,0
06-09-2025,Telangana,Hyderabad,500011,4,0,0
06-09-2025,Telangana,Hyderabad,500013,4,1,0
06-09-2025,Telangana,Hyderabad,500040,2,0,0
06-09-2025,Telangana,Hyderabad,500049,1,1,0
06-09-2025,Telangana,Hyderabad,500053,7,0,0
06-09-2025,Telangana,Hyderabad,500072,1,1,0
05-09-2025,Telangana,Hyderabad,500002,0,1,0
05-09-2025,Telangana,Hyderabad,500005,1,0,0
05-09-2025,Telangana,Hyderabad,500058,1,0,0
05-09-2025,Telangana,Hyderabad,500062,2,0,0
04-09-2025,Telangana,Hyderabad,500004,2,0,0
04-09-2025,Telangana,Hyderabad,500006,7,1,0
04-09-2025,Telangana,Hyderabad,500015,4,3,0
04-09-2025,Telangana,Hyderabad,500017,1,1,0
04-09-2025,Telangana,Hyderabad,500018,6,1,0
04-09-2025,Telangana,Hyderabad,500027,3,0,0
04-09-2025,Telangana,Hyderabad,500028,8,2,1
04-09-2025,Telangana,Hyderabad,500033,1,0,0
04-09-2025,Telangana,Hyderabad,500036,6,1,0
04-09-2025,Telangana,Hyderabad,500053,17,7,0
04-09-2025,Telangana,Hyderabad,500054,2,0,0
04-09-2025,Telangana,Hyderabad,500056,2,0,0
04-09-2025,Telangana,Hyderabad,500082,1,0,0
04-09-2025,Telangana,Hyderabad,500096,3,0,0
07-09-2025,Telangana,Hyderabad,500020,1,0,0
07-09-2025,Telangana,Hyderabad,500059,1,0,0
07-09-2025,Telangana,Hyderabad,500065,2,1,0
09-09-2025,Telangana,Hyderabad,500004,1,0,0
09-09-2025,Telangana,Hyderabad,500023,16,3,0
09-09-2025,Telangana,Hyderabad,500036,5,1,0
09-09-2025,Telangana,Hyderabad,500042,1,0,0
09-09-2025,Telangana,Hyderabad,500044,2,1,0
09-09-2025,Telangana,Hyderabad,500064,10,3,1
09-09-2025,Telangana,Hyderabad,500067,3,0,0
09-09-2025,Telangana,Hyderabad,500080,0,1,0
08-09-2025,Telangana,Hyderabad,500050,1,0,0
08-09-2025,Telangana,Hyderabad,500059,7,1,0
08-09-2025,Telangana,Hyderabad,500062,2,1,0
08-09-2025,Telangana,Hyderabad,500072,1,0,0
08-09-2025,Telangana,Hyderabad,500008,19,4,1
08-09-2025,Telangana,Hyderabad,500018,9,6,0
08-09-2025,Telangana,Hyderabad,500023,5,1,0
08-09-2025,Telangana,Hyderabad,500040,1,0,0
10-09-2025,Telangana,Hyderabad,500004,6,0,0
10-09-2025,Telangana,Hyderabad,500005,20,7,0
10-09-2025,Telangana,Hyderabad,500008,18,7,0
10-09-2025,Telangana,Hyderabad,500011,1,1,0
10-09-2025,Telangana,Hyderabad,500012,6,1,0
10-09-2025,Telangana,Hyderabad,500040,1,0,1
10-09-2025,Telangana,Hyderabad,500045,6,4,0
10-09-2025,Telangana,Hyderabad,500058,1,0,0
10-09-2025,Telangana,Hyderabad,500065,3,4,0
11-09-2025,Telangana,Hyderabad,500001,4,0,0
11-09-2025,Telangana,Hyderabad,500006,12,4,0
11-09-2025,Telangana,Hyderabad,500009,3,2,0
11-09-2025,Telangana,Hyderabad,500026,1,0,0
11-09-2025,Telangana,Hyderabad,500029,1,0,0
11-09-2025,Telangana,Hyderabad,500042,1,0,0
11-09-2025,Telangana,Hyderabad,500054,2,0,0
11-09-2025,Telangana,Hyderabad,500056,3,0,0
11-09-2025,Telangana,Hyderabad,500064,6,1,0
11-09-2025,Telangana,Hyderabad,500073,1,1,0
11-09-2025,Telangana,Hyderabad,500096,1,0,0
14-09-2025,Telangana,Hyderabad,500024,2,0,0
14-09-2025,Telangana,Hyderabad,500028,2,0,0
14-09-2025,Telangana,Hyderabad,500036,0,2,0
14-09-2025,Telangana,Hyderabad,500061,0,1,0
12-09-2025,Telangana,Hyderabad,500024,2,0,0
12-09-2025,Telangana,Hyderabad,500033,0,1,1
12-09-2025,Telangana,Hyderabad,500044,2,0,0
12-09-2025,Telangana,Hyderabad,500050,0,2,0
12-09-2025,Telangana,Hyderabad,500059,2,0,0
12-09-2025,Telangana,Hyderabad,500072,2,0,0
12-09-2025,Telangana,Hyderabad,500080,3,0,0
13-09-2025,Telangana,Hyderabad,500003,7,1,0
13-09-2025,Telangana,Hyderabad,500004,0,1,0
13-09-2025,Telangana,Hyderabad,500005,17,6,0
13-09-2025,Telangana,Hyderabad,500010,2,2,0
13-09-2025,Telangana,Hyderabad,500017,2,0,0
13-09-2025,Telangana,Hyderabad,500023,8,3,0
13-09-2025,Telangana,Hyderabad,500045,6,3,0
13-09-2025,Telangana,Hyderabad,500050,2,1,0
13-09-2025,Telangana,Hyderabad,500059,9,0,0
13-09-2025,Telangana,Hyderabad,500065,1,4,0
16-09-2025,Telangana,Hyderabad,500002,6,2,0
16-09-2025,Telangana,Hyderabad,500012,2,3,1
16-09-2025,Telangana,Hyderabad,500018,11,3,0
16-09-2025,Telangana,Hyderabad,500020,5,1,0
16-09-2025,Telangana,Hyderabad,500053,23,5,0
16-09-2025,Telangana,Hyderabad,500055,1,0,0
16-09-2025,Telangana,Hyderabad,500080,1,0,0
17-09-2025,Telangana,Hyderabad,500001,5,6,0
17-09-2025,Telangana,Hyderabad,500010,4,0,0
17-09-2025,Telangana,Hyderabad,500013,9,1,0
17-09-2025,Telangana,Hyderabad,500016,1,0,0
17-09-2025,Telangana,Hyderabad,500038,1,0,0
17-09-2025,Telangana,Hyderabad,500053,12,3,0
17-09-2025,Telangana,Hyderabad,500059,8,0,1
17-09-2025,Telangana,Hyderabad,500063,0,2,0
17-09-2025,Telangana,Hyderabad,500064,16,4,0
17-09-2025,Telangana,Hyderabad,500094,2,1,0
15-09-2025,Telangana,Hyderabad,500003,4,0,0
15-09-2025,Telangana,Hyderabad,500008,12,3,1
15-09-2025,Telangana,Hyderabad,500020,5,1,0
15-09-2025,Telangana,Hyderabad,500044,3,0,0
15-09-2025,Telangana,Hyderabad,500059,5,0,1
15-09-2025,Telangana,Hyderabad,500064,13,5,0
15-09-2025,Telangana,Hyderabad,500082,1,1,0
18-09-2025,Telangana,Hyderabad,500003,4,0,0
18-09-2025,Telangana,Hyderabad,500005,3,0,0
18-09-2025,Telangana,Hyderabad,500013,7,0,0
18-09-2025,Telangana,Hyderabad,500025,1,0,0
18-09-2025,Telangana,Hyderabad,500053,9,3,0
18-09-2025,Telangana,Hyderabad,500055,1,0,0
18-09-2025,Telangana,Hyderabad,500056,2,0,0
18-09-2025,Telangana,Hyderabad,500058,4,0,0
18-09-2025,Telangana,Hyderabad,500067,1,0,0
18-09-2025,Telangana,Hyderabad,500073,1,0,0
19-09-2025,Telangana,Hyderabad,500008,7,9,1
19-09-2025,Telangana,Hyderabad,500018,3,0,0
19-09-2025,Telangana,Hyderabad,500062,3,0,0
19-09-2025,Telangana,Hyderabad,500064,11,0,0
20-09-2025,Telangana,Hyderabad,500002,2,2,0
20-09-2025,Telangana,Hyderabad,500008,15,3,0
20-09-2025,Telangana,Hyderabad,500012,1,0,0
22-09-2025,Telangana,Hyderabad,500007,1,0,0
22-09-2025,Telangana,Hyderabad,500009,1,0,0
22-09-2025,Telangana,Hyderabad,500028,7,2,0
22-09-2025,Telangana,Hyderabad,500045,7,1,0
22-09-2025,Telangana,Hyderabad,500053,6,0,0
22-09-2025,Telangana,Hyderabad,500056,0,1,0
22-09-2025,Telangana,Hyderabad,500062,3,1,0
20-09-2025,Telangana,Hyderabad,500018,6,3,0
20-09-2025,Telangana,Hyderabad,500020,8,1,0
20-09-2025,Telangana,Hyderabad,500023,4,1,0
20-09-2025,Telangana,Hyderabad,500029,1,0,0
20-09-2025,Telangana,Hyderabad,500040,2,0,0
20-09-2025,Telangana,Hyderabad,500053,14,1,0
20-09-2025,Telangana,Hyderabad,500054,4,0,0
20-09-2025,Telangana,Hyderabad,500055,1,0,0
20-09-2025,Telangana,Hyderabad,500056,1,0,0
20-09-2025,Telangana,Hyderabad,500059,6,1,0
20-09-2025,Telangana,Hyderabad,500073,1,0,0
21-09-2025,Telangana,Hyderabad,500028,0,1,0
25-09-2025,Telangana,Hyderabad,500002,6,0,0
25-09-2025,Telangana,Hyderabad,500003,2,0,0
25-09-2025,Telangana,Hyderabad,500012,1,2,0
25-09-2025,Telangana,Hyderabad,500033,1,0,0
25-09-2025,Telangana,Hyderabad,500036,1,3,0
25-09-2025,Telangana,Hyderabad,500050,1,0,0
23-09-2025,Telangana,Hyderabad,500002,2,2,0
23-09-2025,Telangana,Hyderabad,500006,4,4,0
23-09-2025,Telangana,Hyderabad,500012,1,1,0
23-09-2025,Telangana,Hyderabad,500036,2,0,0
23-09-2025,Telangana,Hyderabad,500044,2,1,0
23-09-2025,Telangana,Hyderabad,500053,9,6,0
23-09-2025,Telangana,Hyderabad,500062,2,1,0
23-09-2025,Telangana,Hyderabad,500082,0,1,0
23-09-2025,Telangana,Hyderabad,500096,3,0,0
24-09-2025,Telangana,Hyderabad,500002,6,0,0
24-09-2025,Telangana,Hyderabad,500004,3,0,0
24-09-2025,Telangana,Hyderabad,500005,9,2,0
24-09-2025,Telangana,Hyderabad,500011,2,0,0
24-09-2025,Telangana,Hyderabad,500020,5,0,0
24-09-2025,Telangana,Hyderabad,500029,0,1,0
24-09-2025,Telangana,Hyderabad,500040,2,0,0
24-09-2025,Telangana,Hyderabad,500044,1,0,0
24-09-2025,Telangana,Hyderabad,500050,0,1,0
24-09-2025,Telangana,Hyderabad,500064,4,1,0
29-09-2025,Telangana,Hyderabad,500001,1,1,0
29-09-2025,Telangana,Hyderabad,500002,1,1,0
29-09-2025,Telangana,Hyderabad,500008,2,0,0
29-09-2025,Telangana,Hyderabad,500013,1,0,0
29-09-2025,Telangana,Hyderabad,500018,2,1,0
29-09-2025,Telangana,Hyderabad,500023,1,0,0
27-09-2025,Telangana,Hyderabad,500015,0,1,0
27-09-2025,Telangana,Hyderabad,500020,1,0,0
27-09-2025,Telangana,Hyderabad,500064,1,0,0
26-09-2025,Telangana,Hyderabad,500003,1,0,0
26-09-2025,Telangana,Hyderabad,500006,1,0,0
26-09-2025,Telangana,Hyderabad,500028,2,1,0
26-09-2025,Telangana,Hyderabad,500053,1,0,0
26-09-2025,Telangana,Hyderabad,500055,0,1,0
26-09-2025,Telangana,Hyderabad,500064,2,0,0
30-09-2025,Telangana,Hyderabad,500059,1,0,0
26-10-2025,Telangana,Hyderabad,500004,1,0,0
26-10-2025,Telangana,Hyderabad,500005,5,0,0
26-10-2025,Telangana,Hyderabad,500006,4,1,1
26-10-2025,Telangana,Hyderabad,500007,1,0,0
26-10-2025,Telangana,Hyderabad,500012,1,0,0
26-10-2025,Telangana,Hyderabad,500017,3,0,0
26-10-2025,Telangana,Hyderabad,500026,3,0,0
26-10-2025,Telangana,Hyderabad,500029,1,0,0
26-10-2025,Telangana,Hyderabad,500058,2,0,0
26-10-2025,Telangana,Hyderabad,500061,1,0,0
15-10-2025,Telangana,Hyderabad,500001,2,0,0
15-10-2025,Telangana,Hyderabad,500004,2,1,0
15-10-2025,Telangana,Hyderabad,500005,13,6,0
15-10-2025,Telangana,Hyderabad,500009,0,1,0
15-10-2025,Telangana,Hyderabad,500010,4,2,0
15-10-2025,Telangana,Hyderabad,500024,9,3,0
15-10-2025,Telangana,Hyderabad,500033,0,1,0
15-10-2025,Telangana,Hyderabad,500057,0,2,0
15-10-2025,Telangana,Hyderabad,500062,6,1,0
13-10-2025,Telangana,Hyderabad,500005,18,4,0
13-10-2025,Telangana,Hyderabad,500008,19,6,0
13-10-2025,Telangana,Hyderabad,500009,1,1,0
13-10-2025,Telangana,Hyderabad,500013,14,2,0
13-10-2025,Telangana,Hyderabad,500016,4,0,0
13-10-2025,Telangana,Hyderabad,500027,3,0,0
13-10-2025,Telangana,Hyderabad,500029,2,1,0
13-10-2025,Telangana,Hyderabad,500034,2,2,0
13-10-2025,Telangana,Hyderabad,500038,1,0,0
13-10-2025,Telangana,Hyderabad,500049,3,1,0
13-10-2025,Telangana,Hyderabad,500050,0,1,0
13-10-2025,Telangana,Hyderabad,500054,4,0,0
13-10-2025,Telangana,Hyderabad,500058,2,0,0
13-10-2025,Telangana,Hyderabad,500059,13,4,1
13-10-2025,Telangana,Hyderabad,500094,3,0,1
13-10-2025,Telangana,Hyderabad,500096,2,0,0
16-10-2025,Telangana,Hyderabad,500008,12,1,0
16-10-2025,Telangana,Hyderabad,500015,1,0,0
16-10-2025,Telangana,Hyderabad,500017,2,0,0
16-10-2025,Telangana,Hyderabad,500018,3,1,0
16-10-2025,Telangana,Hyderabad,500054,0,1,0
16-10-2025,Telangana,Hyderabad,500061,2,0,0
16-10-2025,Telangana,Hyderabad,500067,0,1,0
16-10-2025,Telangana,Hyderabad,500094,0,0,1
17-10-2025,Telangana,Hyderabad,500003,9,0,0
17-10-2025,Telangana,Hyderabad,500013,11,3,0
17-10-2025,Telangana,Hyderabad,500018,15,1,0
17-10-2025,Telangana,Hyderabad,500026,2,0,0
17-10-2025,Telangana,Hyderabad,500053,48,12,0
17-10-2025,Telangana,Hyderabad,500057,1,0,0
17-10-2025,Telangana,Hyderabad,500058,6,0,0
17-10-2025,Telangana,Hyderabad,500059,15,5,0
17-10-2025,Telangana,Hyderabad,500065,9,1,0
18-10-2025,Telangana,Hyderabad,500001,3,0,0
18-10-2025,Telangana,Hyderabad,500012,3,0,0
18-10-2025,Telangana,Hyderabad,500015,0,1,0
18-10-2025,Telangana,Hyderabad,500027,3,0,0
18-10-2025,Telangana,Hyderabad,500029,0,0,1
18-10-2025,Telangana,Hyderabad,500038,2,0,0
18-10-2025,Telangana,Hyderabad,500044,3,0,0
18-10-2025,Telangana,Hyderabad,500045,3,0,0
18-10-2025,Telangana,Hyderabad,500054,3,1,0
18-10-2025,Telangana,Hyderabad,500056,1,0,0
18-10-2025,Telangana,Hyderabad,500064,18,2,0
20-10-2025,Telangana,Hyderabad,500024,1,1,0
20-10-2025,Telangana,Hyderabad,500036,1,0,0
19-10-2025,Telangana,Hyderabad,500024,7,2,0
19-10-2025,Telangana,Hyderabad,500027,1,0,0
19-10-2025,Telangana,Hyderabad,500028,12,2,0
19-10-2025,Telangana,Hyderabad,500029,2,1,0
19-10-2025,Telangana,Hyderabad,500034,5,3,0
19-10-2025,Telangana,Hyderabad,500036,7,2,0
19-10-2025,Telangana,Hyderabad,500050,1,0,0
19-10-2025,Telangana,Hyderabad,500072,1,0,0
19-10-2025,Telangana,Hyderabad,500082,1,0,0
21-10-2025,Telangana,Hyderabad,500034,0,0,1
23-10-2025,Telangana,Hyderabad,500057,0,0,1
23-10-2025,Telangana,Hyderabad,500059,0,1,0
24-10-2025,Telangana,Hyderabad,500001,4,1,1
24-10-2025,Telangana,Hyderabad,500013,11,2,0
24-10-2025,Telangana,Hyderabad,500016,4,0,0
24-10-2025,Telangana,Hyderabad,500018,8,0,0
24-10-2025,Telangana,Hyderabad,500028,9,1,0
