date,state,district,pincode,demo_age_5_17,demo_age_17_
24-10-2025,Telangana,Hyderabad,500028,5,57
24-10-2025,Telangana,Hyderabad,500044,4,17
24-10-2025,Telangana,Hyderabad,500053,20,105
24-10-2025,Telangana,Hyderabad,500054,8,29
24-10-2025,Telangana,Hyderabad,500059,11,71
24-10-2025,Telangana,Hyderabad,500078,0,1
24-10-2025,Telangana,Hyderabad,500081,1,4
24-10-2025,Telangana,Hyderabad,500082,1,3
25-10-2025,Telangana,Hyderabad,500008,15,74
25-10-2025,Telangana,Hyderabad,500023,9,38
25-10-2025,Telangana,Hyderabad,500029,2,15
25-10-2025,Telangana,Hyderabad,500043,0,1
25-10-2025,Telangana,Hyderabad,500049,1,5
25-10-2025,Telangana,Hyderabad,500053,17,67
25-10-2025,Telangana,Hyderabad,500064,5,44
25-10-2025,Telangana,Hyderabad,500088,0,1
27-10-2025,Telangana,Hyderabad,500001,3,22
27-10-2025,Telangana,Hyderabad,500011,4,23
27-10-2025,Telangana,Hyderabad,500013,9,52
27-10-2025,Telangana,Hyderabad,500027,3,12
27-10-2025,Telangana,Hyderabad,500028,6,55
27-10-2025,Telangana,Hyderabad,500029,0,11
27-10-2025,Telangana,Hyderabad,500036,5,30
27-10-2025,Telangana,Hyderabad,500038,4,11
27-10-2025,Telangana,Hyderabad,500045,9,28
27-10-2025,Telangana,Hyderabad,500049,0,4
27-10-2025,Telangana,Hyderabad,500053,8,84
27-10-2025,Telangana,Hyderabad,500064,9,43
27-10-2025,Telangana,Hyderabad,500067,0,5
27-10-2025,Telangana,Hyderabad,500073,2,3
27-10-2025,Telangana,Hyderabad,500087,1,2
28-10-2025,Telangana,Hyderabad,500011,3,32
28-10-2025,Telangana,Hyderabad,500036,4,40
28-10-2025,Telangana,Hyderabad,500038,1,19
28-10-2025,Telangana,Hyderabad,500042,1,8
28-10-2025,Telangana,Hyderabad,500057,2,3
28-10-2025,Telangana,Hyderabad,500058,2,11
28-10-2025,Telangana,Hyderabad,500072,2,8
28-10-2025,Telangana,Hyderabad,500080,6,10
28-10-2025,Telangana,Hyderabad,500091,0,2
30-10-2025,Telangana,Hyderabad,500095,0,3
31-10-2025,Telangana,Hyderabad,500085,2,1
01-11-2025,Telangana,Hyderabad,500081,1,2
02-11-2025,Telangana,Hyderabad,500033,1,8
02-11-2025,Telangana,Hyderabad,500040,6,5
02-11-2025,Telangana,Hyderabad,500067,1,3
02-11-2025,Telangana,Hyderabad,500078,1,1
04-11-2025,Telangana,Hyderabad,500087,0,2
05-11-2025,Telangana,Hyderabad,500088,1,2
05-11-2025,Telangana,Hyderabad,500103,0,1
07-11-2025,Telangana,Hyderabad,500081,0,5
07-11-2025,Telangana,Hyderabad,500088,0,1
08-11-2025,Telangana,Hyderabad,500031,0,2
08-11-2025,Telangana,Hyderabad,500041,1,0
08-11-2025,Telangana,Hyderabad,500078,0,1
09-11-2025,Telangana,Hyderabad,500096,0,2
10-11-2025,Telangana,Hyderabad,500063,0,1
11-11-2025,Telangana,Hyderabad,500091,0,1
13-11-2025,Telangana,Hyderabad,500085,1,0
13-11-2025,Telangana,Hyderabad,500088,0,1
15-11-2025,Telangana,Hyderabad,500014,0,1
15-11-2025,Telangana,Hyderabad,500047,0,1
16-11-2025,Telangana,Hyderabad,500012,2,8
16-11-2025,Telangana,Hyderabad,500069,1,0
01-12-2025,Telangana,Hyderabad,500069,0,1
07-12-2025,Telangana,Hyderabad,500057,4,8
08-12-2025,Telangana,Hyderabad,500078,0,2
10-12-2025,Telangana,Hyderabad,500088,0,4
11-12-2025,Telangana,Hyderabad,500047,0,1
11-12-2025,Telangana,Hyderabad,500088,1,1
12-12-2025,Telangana,Hyderabad,500110,0,1
15-12-2025,Telangana,Hyderabad,500041,0,1
14-12-2025,Telangana,Hyderabad,500014,0,1
16-12-2025,Telangana,Hyderabad,500103,0,1
26-11-2025,Telangana,Hyderabad,500085,0,1
21-12-2025,Telangana,Hyderabad,500087,0,1
21-12-2025,Telangana,Hyderabad,500088,0,1
28-11-2025,Telangana,Hyderabad,500069,1,0
25-12-2025,Telangana,Hyderabad,500066,0,1
25-12-2025,Telangana,Hyderabad,500073,0,5
25-12-2025,Telangana,Hyderabad,500047,0,2
29-12-2025,Telangana,Hyderabad,500002,1,17
29-12-2025,Telangana,Hyderabad,500013,3,28
29-12-2025,Telangana,Hyderabad,500034,0,10
29-12-2025,Telangana,Hyderabad,500036,1,13
29-12-2025,Telangana,Hyderabad,500038,0,9
29-12-2025,Telangana,Hyderabad,500054,2,15
29-12-2025,Telangana,Hyderabad,500055,0,2
29-12-2025,Telangana,Hyderabad,500056,0,3
29-12-2025,Telangana,Hyderabad,500069,0,1
29-12-2025,Telangana,Hyderabad,500072,2,7
29-12-2025,Telangana,Hyderabad,500082,0,9
31-12-2025,Telangana,Hyderabad,500002,9,30
31-12-2025,Telangana,Hyderabad,500006,4,46
31-12-2025,Telangana,Hyderabad,500008,11,112
31-12-2025,Telangana,Hyderabad,500015,4,13
31-12-2025,Telangana,Hyderabad,500020,1,33
31-12-2025,Telangana,Hyderabad,500029,1,19
31-12-2025,Telangana,Hyderabad,500031,0,2
31-12-2025,Telangana,Hyderabad,500044,0,20
31-12-2025,Telangana,Hyderabad,500094,4,13
23-12-2025,Telangana,Hyderabad,500014,1,0
23-12-2025,Telangana,Hyderabad,500069,0,3
28-12-2025,Telangana,Hyderabad,500003,2,30
28-12-2025,Telangana,Hyderabad,500016,1,9
28-12-2025,Telangana,Hyderabad,500020,10,34
28-12-2025,Telangana,Hyderabad,500025,0,5
28-12-2025,Telangana,Hyderabad,500038,1,13
28-12-2025,Telangana,Hyderabad,500044,2,14
28-12-2025,Telangana,Hyderabad,500050,0,2
28-12-2025,Telangana,Hyderabad,500054,8,25
28-12-2025,Telangana,Hyderabad,500055,0,5
28-12-2025,Telangana,Hyderabad,500056,2,4
28-12-2025,Telangana,Hyderabad,500059,6,46
28-12-2025,Telangana,Hyderabad,500061,2,24
28-12-2025,Telangana,Hyderabad,500067,0,5
28-12-2025,Telangana,Hyderabad,500088,1,5
01-01-2026,Telangana,Hyderabad,500006,18,50
01-01-2026,Telangana,Hyderabad,500011,7,20
01-01-2026,Telangana,Hyderabad,500014,0,1
01-01-2026,Telangana,Hyderabad,500016,2,16
01-01-2026,Telangana,Hyderabad,500027,2,21
01-01-2026,Telangana,Hyderabad,500029,0,17
01-01-2026,Telangana,Hyderabad,500031,1,2
01-01-2026,Telangana,Hyderabad,500036,5,44
01-01-2026,Telangana,Hyderabad,500065,1,16
01-01-2026,Telangana,Hyderabad,500067,4,7
01-01-2026,Telangana,Hyderabad,500073,0,8
01-01-2026,Telangana,Hyderabad,500078,0,5
01-01-2026,Telangana,Hyderabad,500082,0,10
01-01-2026,Telangana,Hyderabad,500085,0,2
01-01-2026,Telangana,Hyderabad,500091,1,1
03-01-2026,Telangana,Hyderabad,500005,2,7
03-01-2026,Telangana,Hyderabad,500008,1,5
03-01-2026,Telangana,Hyderabad,500013,0,8
03-01-2026,Telangana,Hyderabad,500015,0,1
03-01-2026,Telangana,Hyderabad,500049,0,1
03-01-2026,Telangana,Hyderabad,500053,1,6
03-01-2026,Telangana,Hyderabad,500054,0,2
03-01-2026,Telangana,Hyderabad,500061,0,1
03-01-2026,Telangana,Hyderabad,500064,2,3
02-01-2026,Telangana,Hyderabad,500003,14,41
02-01-2026,Telangana,Hyderabad,500011,6,17
02-01-2026,Telangana,Hyderabad,500013,5,61
02-01-2026,Telangana,Hyderabad,500018,10,49
02-01-2026,Telangana,Hyderabad,500020,7,30
02-01-2026,Telangana,Hyderabad,500045,5,26
02-01-2026,Telangana,Hyderabad,500049,4,6
02-01-2026,Telangana,Hyderabad,500053,10,84
02-01-2026,Telangana,Hyderabad,500054,10,17
02-01-2026,Telangana,Hyderabad,500056,1,2
02-01-2026,Telangana,Hyderabad,500062,5,11
02-01-2026,Telangana,Hyderabad,500064,4,44
02-01-2026,Telangana,Hyderabad,500072,5,5
02-01-2026,Telangana,Hyderabad,500073,0,7
02-01-2026,Telangana,Hyderabad,500080,2,7
02-01-2026,Telangana,Hyderabad,500087,0,1
02-01-2026,Telangana,Hyderabad,500096,2,8
24-12-2025,Telangana,Hyderabad,500002,5,57
24-12-2025,Telangana,Hyderabad,500006,7,70
24-12-2025,Telangana,Hyderabad,500008,17,101
24-12-2025,Telangana,Hyderabad,500011,1,21
24-12-2025,Telangana,Hyderabad,500015,2,21
24-12-2025,Telangana,Hyderabad,500016,1,11
24-12-2025,Telangana,Hyderabad,500025,0,6
24-12-2025,Telangana,Hyderabad,500031,0,2
24-12-2025,Telangana,Hyderabad,500040,2,6
24-12-2025,Telangana,Hyderabad,500041,0,1
24-12-2025,Telangana,Hyderabad,500044,3,17
24-12-2025,Telangana,Hyderabad,500045,3,34
24-12-2025,Telangana,Hyderabad,500056,1,4
24-12-2025,Telangana,Hyderabad,500059,3,74
24-12-2025,Telangana,Hyderabad,500067,1,5
24-12-2025,Telangana,Hyderabad,500080,0,10
24-12-2025,Telangana,Hyderabad,500095,0,2
23-12-2025,Telangana,Hyderabad,500004,7,31
23-12-2025,Telangana,Hyderabad,500018,7,54
23-12-2025,Telangana,Hyderabad,500028,5,55
23-12-2025,Telangana,Hyderabad,500029,3,22
23-12-2025,Telangana,Hyderabad,500038,0,14
23-12-2025,Telangana,Hyderabad,500045,1,53
23-12-2025,Telangana,Hyderabad,500049,1,10
23-12-2025,Telangana,Hyderabad,500058,1,14
23-12-2025,Telangana,Hyderabad,500067,2,3
23-12-2025,Telangana,Hyderabad,500082,1,7
23-12-2025,Telangana,Hyderabad,500087,0,1
25-12-2025,Telangana,Hyderabad,500004,1,8
25-12-2025,Telangana,Hyderabad,500008,11,51
25-12-2025,Telangana,Hyderabad,500010,0,5
25-12-2025,Telangana,Hyderabad,500013,0,27
25-12-2025,Telangana,Hyderabad,500016,1,7
25-12-2025,Telangana,Hyderabad,500026,0,6
25-12-2025,Telangana,Hyderabad,500045,0,16
25-12-2025,Telangana,Hyderabad,500064,7,21
25-12-2025,Telangana,Hyderabad,500088,0,3
18-12-2025,Telangana,Hyderabad,500004,2,27
18-12-2025,Telangana,Hyderabad,500008,10,115
18-12-2025,Telangana,Hyderabad,500020,5,33
18-12-2025,Telangana,Hyderabad,500040,1,14
18-12-2025,Telangana,Hyderabad,500059,5,55
18-12-2025,Telangana,Hyderabad,500061,4,28
18-12-2025,Telangana,Hyderabad,500082,1,17
18-12-2025,Telangana,Hyderabad,500095,0,2
20-12-2025,Telangana,Hyderabad,500001,3,12
20-12-2025,Telangana,Hyderabad,500005,7,52
20-12-2025,Telangana,Hyderabad,500007,1,11
20-12-2025,Telangana,Hyderabad,500020,5,34
20-12-2025,Telangana,Hyderabad,500023,2,34
20-12-2025,Telangana,Hyderabad,500028,8,34
20-12-2025,Telangana,Hyderabad,500040,0,7
20-12-2025,Telangana,Hyderabad,500050,2,3
20-12-2025,Telangana,Hyderabad,500055,0,2
20-12-2025,Telangana,Hyderabad,500056,1,6
20-12-2025,Telangana,Hyderabad,500061,7,28
20-12-2025,Telangana,Hyderabad,500063,0,1
20-12-2025,Telangana,Hyderabad,500082,2,4
21-12-2025,Telangana,Hyderabad,500002,2,12
21-12-2025,Telangana,Hyderabad,500003,0,10
21-12-2025,Telangana,Hyderabad,500005,3,39
21-12-2025,Telangana,Hyderabad,500007,1,3
21-12-2025,Telangana,Hyderabad,500012,0,4
21-12-2025,Telangana,Hyderabad,500016,1,2
21-12-2025,Telangana,Hyderabad,500018,4,8
21-12-2025,Telangana,Hyderabad,500023,3,17
21-12-2025,Telangana,Hyderabad,500026,0,3
21-12-2025,Telangana,Hyderabad,500040,1,0
21-12-2025,Telangana,Hyderabad,500044,0,7
21-12-2025,Telangana,Hyderabad,500065,0,4
21-12-2025,Telangana,Hyderabad,500072,0,5
21-12-2025,Telangana,Hyderabad,500085,0,1
21-12-2025,Telangana,Hyderabad,500094,0,3
26-12-2025,Telangana,Hyderabad,500009,2,7
26-12-2025,Telangana,Hyderabad,500015,2,14
26-12-2025,Telangana,Hyderabad,500024,0,11
26-12-2025,Telangana,Hyderabad,500027,3,11
26-12-2025,Telangana,Hyderabad,500034,0,28
26-12-2025,Telangana,Hyderabad,500042,1,6
26-12-2025,Telangana,Hyderabad,500057,4,2
26-12-2025,Telangana,Hyderabad,500067,2,3
26-12-2025,Telangana,Hyderabad,500078,0,1
26-12-2025,Telangana,Hyderabad,500085,0,1
27-12-2025,Telangana,Hyderabad,500002,6,32
27-12-2025,Telangana,Hyderabad,500023,6,46
27-12-2025,Telangana,Hyderabad,500029,1,22
27-12-2025,Telangana,Hyderabad,500033,1,3
27-12-2025,Telangana,Hyderabad,500036,2,37
27-12-2025,Telangana,Hyderabad,500038,0,7
27-12-2025,Telangana,Hyderabad,500049,2,10
27-12-2025,Telangana,Hyderabad,500054,9,28
27-12-2025,Telangana,Hyderabad,500062,0,11
27-12-2025,Telangana,Hyderabad,500094,2,14
19-12-2025,Telangana,Hyderabad,500003,4,26
19-12-2025,Telangana,Hyderabad,500005,18,59
19-12-2025,Telangana,Hyderabad,500008,6,75
19-12-2025,Telangana,Hyderabad,500012,3,18
19-12-2025,Telangana,Hyderabad,500026,2,14
19-12-2025,Telangana,Hyderabad,500044,1,22
19-12-2025,Telangana,Hyderabad,500050,0,6
19-12-2025,Telangana,Hyderabad,500058,2,7
19-12-2025,Telangana,Hyderabad,500064,1,62
19-12-2025,Telangana,Hyderabad,500067,1,5
19-12-2025,Telangana,Hyderabad,500087,2,0
19-12-2025,Telangana,Hyderabad,500091,0,1
22-12-2025,Telangana,Hyderabad,500001,12,23
22-12-2025,Telangana,Hyderabad,500005,5,60
22-12-2025,Telangana,Hyderabad,500009,4,5
22-12-2025,Telangana,Hyderabad,500010,2,15
22-12-2025,Telangana,Hyderabad,500012,3,18
22-12-2025,Telangana,Hyderabad,500013,14,40
22-12-2025,Telangana,Hyderabad,500018,7,48
22-12-2025,Telangana,Hyderabad,500058,0,13
22-12-2025,Telangana,Hyderabad,500064,7,58
22-12-2025,Telangana,Hyderabad,500080,0,16
22-12-2025,Telangana,Hyderabad,500094,2,10
17-12-2025,Telangana,Hyderabad,500001,3,29
17-12-2025,Telangana,Hyderabad,500002,5,40
17-12-2025,Telangana,Hyderabad,500007,0,6
17-12-2025,Telangana,Hyderabad,500010,2,12
17-12-2025,Telangana,Hyderabad,500023,3,44
17-12-2025,Telangana,Hyderabad,500024,3,18
17-12-2025,Telangana,Hyderabad,500028,5,53
17-12-2025,Telangana,Hyderabad,500044,1,18
17-12-2025,Telangana,Hyderabad,500066,0,1
17-12-2025,Telangana,Hyderabad,500082,2,7
17-12-2025,Telangana,Hyderabad,500096,0,4
16-12-2025,Telangana,Hyderabad,500026,0,18
16-12-2025,Telangana,Hyderabad,500029,2,25
16-12-2025,Telangana,Hyderabad,500033,1,9
16-12-2025,Telangana,Hyderabad,500034,3,22
16-12-2025,Telangana,Hyderabad,500055,0,2
16-12-2025,Telangana,Hyderabad,500064,11,54
16-12-2025,Telangana,Hyderabad,500078,0,1
16-12-2025,Telangana,Hyderabad,500095,1,2
10-12-2025,Telangana,Hyderabad,500002,5,46
10-12-2025,Telangana,Hyderabad,500009,1,14
10-12-2025,Telangana,Hyderabad,500015,4,31
10-12-2025,Telangana,Hyderabad,500016,2,15
10-12-2025,Telangana,Hyderabad,500029,1,16
10-12-2025,Telangana,Hyderabad,500034,3,22
10-12-2025,Telangana,Hyderabad,500057,1,8
10-12-2025,Telangana,Hyderabad,500058,1,12
10-12-2025,Telangana,Hyderabad,500059,4,71
10-12-2025,Telangana,Hyderabad,500065,3,18
10-12-2025,Telangana,Hyderabad,500082,2,18
10-12-2025,Telangana,Hyderabad,500096,0,3
15-12-2025,Telangana,Hyderabad,500005,12,85
15-12-2025,Telangana,Hyderabad,500025,0,3
15-12-2025,Telangana,Hyderabad,500029,0,14
15-12-2025,Telangana,Hyderabad,500042,0,2
15-12-2025,Telangana,Hyderabad,500044,3,20
15-12-2025,Telangana,Hyderabad,500056,3,6
15-12-2025,Telangana,Hyderabad,500061,4,29
15-12-2025,Telangana,Hyderabad,500072,1,11
16-12-2025,Telangana,Hyderabad,500001,7,44
16-12-2025,Telangana,Hyderabad,500006,7,56
16-12-2025,Telangana,Hyderabad,500007,0,6
09-12-2025,Telangana,Hyderabad,500008,13,118
09-12-2025,Telangana,Hyderabad,500017,4,28
09-12-2025,Telangana,Hyderabad,500025,0,3
09-12-2025,Telangana,Hyderabad,500029,1,21
09-12-2025,Telangana,Hyderabad,500034,4,29
09-12-2025,Telangana,Hyderabad,500036,1,38
09-12-2025,Telangana,Hyderabad,500038,2,10
09-12-2025,Telangana,Hyderabad,500040,3,11
09-12-2025,Telangana,Hyderabad,500045,7,27
09-12-2025,Telangana,Hyderabad,500057,0,6
09-12-2025,Telangana,Hyderabad,500059,9,54
09-12-2025,Telangana,Hyderabad,500067,1,8
09-12-2025,Telangana,Hyderabad,500073,1,7
09-12-2025,Telangana,Hyderabad,500096,0,9
03-12-2025,Telangana,Hyderabad,500003,4,36
03-12-2025,Telangana,Hyderabad,500007,0,8
03-12-2025,Telangana,Hyderabad,500023,5,52
03-12-2025,Telangana,Hyderabad,500024,0,10
03-12-2025,Telangana,Hyderabad,500025,4,6
03-12-2025,Telangana,Hyderabad,500026,2,12
03-12-2025,Telangana,Hyderabad,500027,1,15
03-12-2025,Telangana,Hyderabad,500029,0,23
03-12-2025,Telangana,Hyderabad,500040,5,18
03-12-2025,Telangana,Hyderabad,500042,0,5
03-12-2025,Telangana,Hyderabad,500044,1,16
03-12-2025,Telangana,Hyderabad,500057,0,1
03-12-2025,Telangana,Hyderabad,500080,2,10
03-12-2025,Telangana,Hyderabad,500082,5,6
05-12-2025,Telangana,Hyderabad,500015,0,21
05-12-2025,Telangana,Hyderabad,500020,3,33
05-12-2025,Telangana,Hyderabad,500025,0,7
05-12-2025,Telangana,Hyderabad,500029,3,5
05-12-2025,Telangana,Hyderabad,500034,2,19
05-12-2025,Telangana,Hyderabad,500036,1,18
05-12-2025,Telangana,Hyderabad,500050,1,3
05-12-2025,Telangana,Hyderabad,500081,0,2
05-12-2025,Telangana,Hyderabad,500082,3,18
05-12-2025,Telangana,Hyderabad,500085,0,3
05-12-2025,Telangana,Hyderabad,500087,0,2
05-12-2025,Telangana,Hyderabad,500091,0,1
04-12-2025,Telangana,Hyderabad,500004,1,20
04-12-2025,Telangana,Hyderabad,500007,2,9
04-12-2025,Telangana,Hyderabad,500015,7,38
04-12-2025,Telangana,Hyderabad,500024,1,21
04-12-2025,Telangana,Hyderabad,500027,2,11
04-12-2025,Telangana,Hyderabad,500042,2,7
04-12-2025,Telangana,Hyderabad,500047,0,1
04-12-2025,Telangana,Hyderabad,500055,0,3
04-12-2025,Telangana,Hyderabad,500061,9,32
04-12-2025,Telangana,Hyderabad,500065,0,17
04-12-2025,Telangana,Hyderabad,500073,1,6
04-12-2025,Telangana,Hyderabad,500081,0,2
04-12-2025,Telangana,Hyderabad,500082,1,17
04-12-2025,Telangana,Hyderabad,500094,1,16
06-12-2025,Telangana,Hyderabad,500006,5,46
06-12-2025,Telangana,Hyderabad,500007,0,8
06-12-2025,Telangana,Hyderabad,500013,14,64
06-12-2025,Telangana,Hyderabad,500023,5,32
06-12-2025,Telangana,Hyderabad,500024,4,16
06-12-2025,Telangana,Hyderabad,500038,2,13
06-12-2025,Telangana,Hyderabad,500045,2,32
06-12-2025,Telangana,Hyderabad,500059,3,37
06-12-2025,Telangana,Hyderabad,500061,8,28
06-12-2025,Telangana,Hyderabad,500062,2,18
06-12-2025,Telangana,Hyderabad,500082,3,16
13-12-2025,Telangana,Hyderabad,500003,1,11
13-12-2025,Telangana,Hyderabad,500005,14,57
13-12-2025,Telangana,Hyderabad,500006,12,41
13-12-2025,Telangana,Hyderabad,500008,9,103
13-12-2025,Telangana,Hyderabad,500012,6,14
13-12-2025,Telangana,Hyderabad,500015,5,20
13-12-2025,Telangana,Hyderabad,500020,0,28
13-12-2025,Telangana,Hyderabad,500023,6,34
13-12-2025,Telangana,Hyderabad,500024,1,16
13-12-2025,Telangana,Hyderabad,500033,1,4
13-12-2025,Telangana,Hyderabad,500034,3,23
13-12-2025,Telangana,Hyderabad,500038,0,8
13-12-2025,Telangana,Hyderabad,500050,0,5
13-12-2025,Telangana,Hyderabad,500056,5,2
13-12-2025,Telangana,Hyderabad,500059,11,44
13-12-2025,Telangana,Hyderabad,500065,1,11
13-12-2025,Telangana,Hyderabad,500073,1,3
13-12-2025,Telangana,Hyderabad,500082,1,7
13-12-2025,Telangana,Hyderabad,500091,0,0
13-12-2025,Telangana,Hyderabad,500094,1,9
13-12-2025,Telangana,Hyderabad,501301,0,1
14-12-2025,Telangana,Hyderabad,500007,0,3
14-12-2025,Telangana,Hyderabad,500009,0,2
14-12-2025,Telangana,Hyderabad,500013,6,11
14-12-2025,Telangana,Hyderabad,500028,2,21
14-12-2025,Telangana,Hyderabad,500054,0,6
14-12-2025,Telangana,Hyderabad,500055,0,1
14-12-2025,Telangana,Hyderabad,500057,0,3
14-12-2025,Telangana,Hyderabad,500062,0,6
14-12-2025,Telangana,Hyderabad,500094,0,8
14-12-2025,Telangana,Hyderabad,500095,0,3
08-12-2025,Telangana,Hyderabad,500002,1,40
08-12-2025,Telangana,Hyderabad,500003,4,46
08-12-2025,Telangana,Hyderabad,500007,0,10
08-12-2025,Telangana,Hyderabad,500010,1,10
08-12-2025,Telangana,Hyderabad,500012,5,18
08-12-2025,Telangana,Hyderabad,500017,3,38
08-12-2025,Telangana,Hyderabad,500020,3,38
08-12-2025,Telangana,Hyderabad,500024,1,24
08-12-2025,Telangana,Hyderabad,500025,0,4
08-12-2025,Telangana,Hyderabad,500038,2,15
08-12-2025,Telangana,Hyderabad,500042,0,6
08-12-2025,Telangana,Hyderabad,500054,4,32
08-12-2025,Telangana,Hyderabad,500065,3,12
08-12-2025,Telangana,Hyderabad,500081,0,1
08-12-2025,Telangana,Hyderabad,500082,0,11
08-12-2025,Telangana,Hyderabad,500094,0,9
08-12-2025,Telangana,Hyderabad,500095,1,1
08-12-2025,Telangana,Hyderabad,500103,0,1
12-12-2025,Telangana,Hyderabad,500001,2,31
12-12-2025,Telangana,Hyderabad,500005,11,76
12-12-2025,Telangana,Hyderabad,500006,2,48
12-12-2025,Telangana,Hyderabad,500007,0,8
12-12-2025,Telangana,Hyderabad,500013,7,64
12-12-2025,Telangana,Hyderabad,500020,11,33
12-12-2025,Telangana,Hyderabad,500023,4,37
12-12-2025,Telangana,Hyderabad,500026,2,28
12-12-2025,Telangana,Hyderabad,500034,1,23
12-12-2025,Telangana,Hyderabad,500040,1,9
12-12-2025,Telangana,Hyderabad,500044,5,15
12-12-2025,Telangana,Hyderabad,500047,1,2
12-12-2025,Telangana,Hyderabad,500058,0,17
12-12-2025,Telangana,Hyderabad,500063,0,1
12-12-2025,Telangana,Hyderabad,500072,5,7
12-12-2025,Telangana,Hyderabad,500073,0,14
12-12-2025,Telangana,Hyderabad,500094,2,14
12-12-2025,Telangana,Hyderabad,500103,0,2
11-12-2025,Telangana,Hyderabad,500001,3,38
11-12-2025,Telangana,Hyderabad,500010,1,21
11-12-2025,Telangana,Hyderabad,500016,0,10
11-12-2025,Telangana,Hyderabad,500024,4,19
11-12-2025,Telangana,Hyderabad,500025,0,2
11-12-2025,Telangana,Hyderabad,500028,7,63
11-12-2025,Telangana,Hyderabad,500042,2,6
11-12-2025,Telangana,Hyderabad,500045,5,36
11-12-2025,Telangana,Hyderabad,500053,8,102
11-12-2025,Telangana,Hyderabad,500058,0,11
11-12-2025,Telangana,Hyderabad,500059,11,69
11-12-2025,Telangana,Hyderabad,500073,2,6
11-12-2025,Telangana,Hyderabad,500081,0,2
11-12-2025,Telangana,Hyderabad,500082,2,17
07-12-2025,Telangana,Hyderabad,500001,2,16
07-12-2025,Telangana,Hyderabad,500003,0,6
07-12-2025,Telangana,Hyderabad,500016,0,3
07-12-2025,Telangana,Hyderabad,500023,3,12
07-12-2025,Telangana,Hyderabad,500027,1,3
07-12-2025,Telangana,Hyderabad,500065,2,8
07-12-2025,Telangana,Hyderabad,500080,1,3
07-12-2025,Telangana,Hyderabad,500095,0,1
08-11-2025,Telangana,Hyderabad,500002,5,34
08-11-2025,Telangana,Hyderabad,500010,3,11
08-11-2025,Telangana,Hyderabad,500013,11,56
08-11-2025,Telangana,Hyderabad,500016,0,9
08-11-2025,Telangana,Hyderabad,500018,5,26
08-11-2025,Telangana,Hyderabad,500025,2,0
08-11-2025,Telangana,Hyderabad,500033,0,7
08-11-2025,Telangana,Hyderabad,500034,5,8
08-11-2025,Telangana,Hyderabad,500038,0,8
08-11-2025,Telangana,Hyderabad,500040,1,4
08-11-2025,Telangana,Hyderabad,500045,6,22
08-11-2025,Telangana,Hyderabad,500056,1,3
08-11-2025,Telangana,Hyderabad,500073,1,9
08-11-2025,Telangana,Hyderabad,500081,0,2
08-11-2025,Telangana,Hyderabad,500095,1,1
08-11-2025,Telangana,Hyderabad,500103,0,2
09-11-2025,Telangana,Hyderabad,500002,3,8
09-11-2025,Telangana,Hyderabad,500003,2,0
09-11-2025,Telangana,Hyderabad,500009,1,2
09-11-2025,Telangana,Hyderabad,500012,0,3
09-11-2025,Telangana,Hyderabad,500016,2,5
09-11-2025,Telangana,Hyderabad,500028,0,8
09-11-2025,Telangana,Hyderabad,500034,0,2
09-11-2025,Telangana,Hyderabad,500053,1,10
09-11-2025,Telangana,Hyderabad,500059,3,9
09-11-2025,Telangana,Hyderabad,500062,0,1
09-11-2025,Telangana,Hyderabad,500073,0,4
09-11-2025,Telangana,Hyderabad,500088,0,1
10-11-2025,Telangana,Hyderabad,500004,4,16
10-11-2025,Telangana,Hyderabad,500018,7,36
10-11-2025,Telangana,Hyderabad,500024,1,10
10-11-2025,Telangana,Hyderabad,500029,2,18
10-11-2025,Telangana,Hyderabad,500033,2,5
10-11-2025,Telangana,Hyderabad,500036,2,34
10-11-2025,Telangana,Hyderabad,500038,3,12
10-11-2025,Telangana,Hyderabad,500047,0,1
10-11-2025,Telangana,Hyderabad,500050,1,2
10-11-2025,Telangana,Hyderabad,500080,1,19
10-11-2025,Telangana,Hyderabad,500087,0,2
11-11-2025,Telangana,Hyderabad,500002,2,48
11-11-2025,Telangana,Hyderabad,500004,3,18
11-11-2025,Telangana,Hyderabad,500007,1,9
11-11-2025,Telangana,Hyderabad,500013,10,50
11-11-2025,Telangana,Hyderabad,500018,5,39
11-11-2025,Telangana,Hyderabad,500025,2,7
11-11-2025,Telangana,Hyderabad,500026,5,22
11-11-2025,Telangana,Hyderabad,500044,2,11
11-11-2025,Telangana,Hyderabad,500050,0,4
11-11-2025,Telangana,Hyderabad,500059,9,54
11-11-2025,Telangana,Hyderabad,500081,0,3
12-11-2025,Telangana,Hyderabad,500001,6,19
12-11-2025,Telangana,Hyderabad,500011,4,19
12-11-2025,Telangana,Hyderabad,500020,8,28
12-11-2025,Telangana,Hyderabad,500023,5,45
12-11-2025,Telangana,Hyderabad,500026,7,17
12-11-2025,Telangana,Hyderabad,500054,7,16
12-11-2025,Telangana,Hyderabad,500062,1,12
12-11-2025,Telangana,Hyderabad,500064,7,48
12-11-2025,Telangana,Hyderabad,500071,0,1
12-11-2025,Telangana,Hyderabad,500073,1,8
12-11-2025,Telangana,Hyderabad,500082,1,9
13-11-2025,Telangana,Hyderabad,500008,10,89
13-11-2025,Telangana,Hyderabad,500018,4,42
13-11-2025,Telangana,Hyderabad,500029,3,23
13-11-2025,Telangana,Hyderabad,500044,1,4
13-11-2025,Telangana,Hyderabad,500056,2,7
13-11-2025,Telangana,Hyderabad,500062,3,8
